CN,Unit
87041010,p/st
87041090,p/st
87042110,p/st
87042131,p/st
87042139,p/st
87042191,p/st
87042199,p/st
87042210,p/st
87042291,p/st
87042299,p/st
87042310,p/st
87042391,p/st
87042399,p/st
87043110,p/st
87043131,p/st
87043139,p/st
87043191,p/st
87043199,p/st
87043210,p/st
87043291,p/st
87043299,p/st
87049000,p/st
87051000,p/st
87052000,p/st
87053000,p/st
87054000,p/st
87059030,p/st
87059080,p/st
87060011,p/st
87060019,p/st
87060091,p/st
87060099,p/st
87071010,p/st
87071090,p/st
87079010,p/st
87079090,p/st
87081010,-
87081090,-
87082110,p/st
87082190,p/st
87082910,-
87082990,-
87083010,-
87083091,-
87083099,-
87084020,-
87084050,-
87084091,-
87084099,-
87085020,-
87085035,-
87085055,-
87085091,-
87085099,-
87087010,-
87087050,-
87087091,-
87087099,-
87088020,-
87088035,-
87088055,-
87088091,-
87088099,-
87089120,-
87089135,-
87089191,-
87089199,-
87089220,-
87089235,-
87089291,-
87089299,-
87089310,-
87089390,-
87089420,-
87089435,-
87089491,-
87089499,-
87089510,p/st
87089591,-
87089599,-
87089910,-
87089993,-
87089997,-
87091110,p/st
87091190,p/st
87091910,p/st
87091990,p/st
87099000,-
87100000,-
87111000,p/st
87112010,p/st
87112092,p/st
87112098,p/st
87113010,p/st
87113090,p/st
87114000,p/st
87115000,p/st
87119010,p/st
87119090,p/st
87120030,p/st
87120070,p/st
87131000,p/st
87139000,p/st
87141010,-
87141020,-
87141030,-
87141040,-
87141050,-
87141090,-
87142000,-
87149110,p/st
87149130,p/st
87149190,-
87149210,p/st
87149290,-
87149300,-
87149420,-
87149490,-
87149500,-
87149610,pa
87149630,-
87149690,-
87149910,p/st
87149930,p/st
87149950,-
87149990,-
87150010,p/st
87150090,-
87161092,p/st
87161098,p/st
87162000,p/st
87163100,p/st
87163910,p/st
87163930,p/st
87163950,p/st
87163980,p/st
87164000,-
87168000,-
87169010,-
87169030,-
87169050,-
87169090,-
88010010,p/st
88010090,p/st
88021100,p/st
88021200,p/st
88022000,p/st
88023000,p/st
88024000,p/st
88026010,p/st
88026090,p/st
88031000,-
88032000,-
88033000,-
88039010,-
88039020,-
88039030,-
88039090,-
88040000,-
88051010,-
88051090,-
88052100,-
88052900,-
89011010,p/st
89011090,p/st
89012010,p/st
89012090,ct/l
89013010,p/st
89013090,ct/l
89019010,p/st
89019090,ct/l
89020010,p/st
89020090,p/st
89031010,p/st
89031090,p/st
89039110,p/st
89039190,p/st
89039210,p/st
89039291,p/st
89039299,p/st
89039910,p/st
89039991,p/st
89039999,p/st
89040010,p/st
89040091,p/st
89040099,-
89051010,p/st
89051090,p/st
89052000,p/st
89059010,p/st
89059090,p/st
89061000,p/st
89069010,p/st
89069091,p/st
89069099,p/st
89071000,p/st
89079000,p/st
89080000,-
90011010,-
90011090,-
90012000,-
90013000,p/st
90014020,p/st
90014041,p/st
90014049,p/st
90014080,p/st
90015020,p/st
90015041,p/st
90015049,p/st
90015080,p/st
90019000,-
90021100,p/st
90021900,p/st
90022000,p/st
90029000,-
90031100,p/st
90031900,p/st
90039000,-
90041010,p/st
90041091,p/st
90041099,p/st
90049010,-
90049090,-
90051000,p/st
90058000,-
90059000,-
90061000,p/st
90063000,p/st
90064000,p/st
90065100,p/st
90065200,p/st
90065310,p/st
90065380,p/st
90065900,p/st
90066100,p/st
90066900,p/st
90069100,-
90069900,-
90071000,p/st
90072000,p/st
90079100,-
90079200,-
90085000,p/st
90089000,-
90101000,-
90105000,-
90106000,-
90109000,-
90111010,p/st
90111090,p/st
90112010,p/st
90112090,p/st
90118000,p/st
90119010,-
90119090,-
90121010,-
90121090,-
90129010,-
90129090,-
90131000,-
90132000,-
90138020,-
90138030,-
90138090,-
90139010,-
90139090,-
90141000,-
90142020,p/st
90142080,-
90148000,-
90149000,-
90151010,-
90151090,-
90152010,-
90152090,-
90153010,-
90153090,-
90154010,-
90154090,-
90158011,-
90158019,-
90158091,-
90158093,-
90158099,-
90159000,-
90160010,p/st
90160090,-
90171010,p/st
90171090,p/st
90172005,p/st
90172010,-
90172039,p/st
90172090,p/st
90173000,p/st
90178010,-
90178090,-
90179000,-
90181100,-
90181200,-
90181300,-
90181400,-
90181910,-
90181990,-
90182000,-
90183110,-
90183190,-
90183210,-
90183290,-
90183900,-
90184100,-
90184910,-
90184990,-
90185010,-
90185090,-
90189010,-
90189020,-
90189030,-
90189040,-
90189050,-
90189060,-
90189075,-
90189084,-
90191010,-
90191090,-
90192000,-
90200000,-
90211010,-
90211090,-
90212110,100 p/st
90212190,100 p/st
90212900,-
90213100,-
90213910,-
90213990,-
90214000,p/st
90215000,p/st
90219010,-
90219090,-
90221200,p/st
90221300,p/st
90221400,p/st
90221900,p/st
90222100,p/st
90222900,p/st
90223000,p/st
90229000,-
90230010,-
90230080,-
90241011,-
90241013,-
90241019,-
90241090,-
90248011,-
90248019,-
90248090,-
90249000,-
90251120,p/st
90251180,p/st
90251920,p/st
90251980,p/st
90258020,p/st
90258040,-
90258080,-
90259000,-
90261021,p/st
90261029,p/st
90261081,p/st
90261089,p/st
90262020,p/st
90262040,p/st
90262080,p/st
90268020,-
90268080,-
90269000,-
90271010,p/st
90271090,p/st
90272000,-
90273000,-
90275000,-
90278005,-
90278011,-
90278013,-
90278017,-
90278091,-
90278099,-
90279010,p/st
90279050,-
90279080,-
90281000,p/st
90282000,p/st
90283011,p/st
90283019,p/st
90283090,p/st
90289010,-
90289090,-
90291000,-
90292031,-
90292038,-
90292090,-
90299000,-
90301000,-
90302010,-
90302030,-
90302091,-
90302099,-
90303100,-
90303200,-
90303310,-
90303391,-
90303399,-
90303900,-
90304000,-
90308200,-
90308400,-
90308930,-
90308990,-
90309020,-
90309085,-
90311000,-
90312000,-
90314100,-
90314910,p/st
90314990,-
90318032,-
90318034,-
90318038,-
90318091,-
90318098,-
90319020,-
90319030,-
90319085,-
90321020,p/st
90321081,p/st
90321089,p/st
90322000,p/st
90328100,-
90328900,-
90329000,-
90330000,-
91011100,p/st
91011900,p/st
91012100,p/st
91012900,p/st
91019100,p/st
91019900,p/st
91021100,p/st
91021200,p/st
91021900,p/st
91022100,p/st
91022900,p/st
91029100,p/st
91029900,p/st
91031000,p/st
91039000,p/st
91040000,p/st
91051100,p/st
91051900,p/st
91052100,p/st
91052900,p/st
91059100,p/st
91059900,p/st
91061000,p/st
91069000,p/st
91070000,p/st
91081100,p/st
91081200,p/st
91081900,p/st
91082000,p/st
91089000,p/st
91091000,p/st
91099000,p/st
91101110,p/st
91101190,p/st
91101200,-
91101900,-
91109000,-
91111000,p/st
91112000,p/st
91118000,p/st
91119000,-
91122000,p/st
91129000,-
91131010,-
91131090,-
91132000,-
91139000,-
91141000,-
91143000,-
91144000,-
91149000,-
92011010,p/st
92011090,p/st
92012000,p/st
92019000,-
92021010,p/st
92021090,p/st
92029030,p/st
92029080,p/st
92051000,p/st
92059010,p/st
92059030,p/st
92059050,-
92059090,-
92060000,-
92071010,p/st
92071030,p/st
92071050,p/st
92071080,-
92079010,p/st
92079090,-
92081000,-
92089000,-
92093000,-
92099100,-
92099200,-
92099400,-
92099920,-
92099940,-
92099950,-
92099970,-
93011000,p/st
93012000,p/st
93019000,p/st
93020000,p/st
93031000,p/st
93032010,p/st
93032095,p/st
93033000,p/st
93039000,p/st
93040000,p/st
93051000,-
93052000,-
93059100,-
93059900,-
93062100,1000 p/st
93062900,-
93063010,-
93063030,-
93063090,-
93069010,-
93069090,-
93070000,-
94011000,-
94012000,-
94013000,-
94014000,-
94015100,-
94015900,-
94016100,-
94016900,-
94017100,-
94017900,-
94018000,-
94019010,-
94019030,-
94019080,-
94021000,-
94029000,-
94031051,-
94031058,-
94031091,-
94031093,-
94031098,-
94032020,-
94032080,-
94033011,-
94033019,-
94033091,-
94033099,-
94034010,-
94034090,-
94035000,-
94036010,-
94036030,-
94036090,-
94037000,-
94038100,-
94038900,-
94039010,-
94039030,-
94039090,-
94041000,-
94042110,-
94042190,-
94042910,-
94042990,-
94043000,p/st
94049010,-
94049090,-
94051021,-
94051040,-
94051050,-
94051091,-
94051098,-
94052011,-
94052040,-
94052050,-
94052091,-
94052099,-
94053000,-
94054010,-
94054031,-
94054035,-
94054039,-
94054091,-
94054095,-
94054099,-
94055000,-
94056020,-
94056080,-
94059110,-
94059190,-
94059200,-
94059900,-
94060011,-
94060020,-
94060031,-
94060038,-
94060080,-
95030010,-
95030021,-
95030029,-
95030030,-
95030035,-
95030039,-
95030041,-
95030049,-
95030055,-
95030061,-
95030069,-
95030070,-
95030075,-
95030079,-
95030081,-
95030085,-
95030095,-
95030099,-
95042000,-
95043010,p/st
95043020,p/st
95043090,-
95044000,-
95045000,-
95049010,-
95049080,-
95051010,-
95051090,-
95059000,-
95061110,pa
95061121,p/st
95061129,pa
95061180,pa
95061200,-
95061900,-
95062100,-
95062900,-
95063100,p/st
95063200,p/st
95063910,-
95063990,-
95064000,-
95065100,-
95065900,-
95066100,-
95066200,-
95066910,-
95066990,-
95067010,pa
95067030,pa
95067090,-
95069110,-
95069190,-
95069910,-
95069990,-
95071000,-
95072010,-
95072090,-
95073000,-
95079000,-
95081000,-
95089000,-
96011000,-
96019000,-
96020000,-
96031000,p/st
96032100,p/st
96032930,p/st
96032980,-
96033010,p/st
96033090,p/st
96034010,p/st
96034090,p/st
96035000,-
96039010,p/st
96039091,-
96039099,-
96040000,-
96050000,-
96061000,-
96062100,-
96062200,-
96062900,-
96063000,-
96071100,m
96071900,m
96072010,-
96072090,-
96081010,p/st
96081092,p/st
96081099,p/st
96082000,p/st
96083000,p/st
96084000,p/st
96085000,-
96086000,p/st
96089100,-
96089900,-
96091010,-
96091090,-
96092000,-
96099010,-
96099090,-
96100000,-
96110000,-
96121010,-
96121020,-
96121080,-
96122000,-
96131000,p/st
96132000,p/st
96138000,-
96139000,-
96140010,-
96140090,-
96151100,-
96151900,-
96159000,-
96161010,-
96161090,-
96162000,-
96170000,-
96180000,-
96190030,-
96190040,-
96190050,-
96190071,-
96190075,-
96190079,-
96190081,-
96190089,-
97011000,-
97019000,-
97020000,-
97030000,-
97040000,-
97050000,-
97060000,-
